iD	systemName	x	y	size	Owner String	Owner	Original Owner	Current Owner	Factories	World Type (Industrial)	World Type (Political)	SearchString1	SearchString2	Label	Fort 1 Count	Fort 1 Type	Fort 2 Count	Fort 2 Type	Fort 3 Count	Fort 3 Type	Fort 4 Count	Fort 4 Type	Fort 5 Count	Fort 5 Type	Fort String	Fort Supply	Training Center	RP
562	Cirebon	-147.094	-263.197	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
563	Claxton	15.497	-264.185	1,1,0	CC,Sian Commonality,Region 3	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
564	Claybrooke	-51.972	-369.147	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
565	Clearfield	263.651	327.489	1,1,0	DC,Pesht Military District,Kagoshima Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
566	Clermont	-209.941	352.538	1,1,0	LC,Protectorate of Donegal,Coventry Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
567	Clinton	-165.923	53.979	1,1,0	LC,Protectorate of Donegal,Bolan Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
568	Clipperton	-248.983	-204.524	1,1,0	FWL,Principality of Gibson	FWL	Free Worlds League	Free Worlds League	1	Minor Industrial	Other	Free Worlds LeagueMinor Industrial	Free Worlds LeagueOther	Minor Industrial	0	None	0	None	0	None	0	None	0	None	None	0	No Center	24
569	Clovis	180.166	3.056	1,1,0	FS,Draconis March,Robinson Operational Area,Kentares PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
570	Cohagen	372.222	-316.226	1,1,0	FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
571	Cohay	610.039	11.331	1,1,0	FS,Draconis March,Woodbine Operational Area,Kilbourne PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
572	Colchester	305.270	-13.488	1,1,0	FS,Crucis March,Markesan Operational Area,Kestrel Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
573	Coldbrook	-421.851	126.358	1,1,0	LC,Protectorate of Donegal,Alarion Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
574	Cole Harbour	-121.025	-292.438	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
575	Colfax	-232.927	-49.158	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
576	Colia	357.494	66.905	1,1,0	FS,Draconis March,Woodbine Operational Area,Bremond PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
577	Colinas	-157.399	107.998	1,1,0	LC,Protectorate of Donegal,Bolan Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
578	Colmar	-66.184	299.293	1,1,0	LC,Tamar Pact,Tamar Domains	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
579	Coloma	283.383	-87.360	1,1,0	FS,Crucis March,Markesan Operational Area,New Avalon Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
580	Colorado	344.568	-199.071	1,1,0	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
581	Columbine	74.945	-345.955	1,1,0	CC,Sian Commonality,Region 14	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
582	Commonwealth Mining Outpost 26	-304.289	203.387	1,1,0	LC,Protectorate of Donegal,Coventry Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
583	Conakry	-316.194	-131.667	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
584	Concord	-146.598	-27.967	1,1,0	FWL,Silver Hawks Coalition	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
585	Conley's Patch	-220.211	205.816	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
586	Connaught	-54.292	-40.367	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
587	Conquista	-9.579	-307.101	1,1,0	FWL,Duchy of Andurien	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
588	Conroe	377.137	91.456	1,1,0	FS,Draconis March,Woodbine Operational Area,Bryceland PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
589	Constance	100.031	429.051	1,1,0	DC,Rasalhague Military District,Trondheim Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
590	Conwy	77.664	-71.325	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
591	Cooperland	567.720	-266.091	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
592	Coopertown	-301.667	-455.141	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
593	Cor Caroli	-62.301	15.463	1,1,0	LC,Federation of Skye,Isle of Skye	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
594	Coraines	489.546	196.500	1,1,0	OA,Cerberus Province	OA	Outworlds Alliance	Outworlds Alliance		Other	Other	Outworlds AllianceOther	Outworlds AllianceOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
595	Corbeanca	-350.486	-235.839	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
596	Cordiagr	24.296	-191.043	1,1,0	CC,Capella Commonality,Region 2	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
597	Corella	142.165	-251.304	1,1,0	FS,Capellan March,Kathil Operational Area,Alcyone PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
598	Corey	21.443	-136.227	1,1,0	CC,Sarna Commonality,Region 3	CC	Capellan Confederation	Capellan Confederation	1	Minor Industrial	Other	Capellan ConfederationMinor Industrial	Capellan ConfederationOther	Minor Industrial	0	None	0	None	0	None	0	None	0	None	None	0	No Center	24
599	Corfu	63.565	322.264	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
600	Coriscana	-187.928	-109.174	1,1,0	FWL,Marik Commonwealth	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
601	Cork	525.584	66.453	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
602	Corodiz	135.703	-374.901	1,1,0	CC,Sian Commonality,Region 12	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
603	Coromodir	92.158	-466.511	1,1,0	AuC,Faction Capital	AuC	Aurigan Coalition	Aurigan Coalition		Other	Other	Aurigan CoalitionOther	Aurigan CoalitionOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
604	Corridan	-38.014	121.453	1,1,0	LC,Federation of Skye,Virginia Shire	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
605	Corsica Nueva	194.121	227.165	1,1,0	DC,Benjamin Military District,Xinyang Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
606	Corydon	216.610	-38.822	1,1,0	FS,Crucis March,Markesan Operational Area,Achemar Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
607	Cosenza	325.957	161.510	1,1,0	DC,Galedon Military District,New Samarkand Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
608	Cotocallao	144.753	-299.672	1,1,0	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
609	Coudoux	180.696	382.752	1,1,0	DC,Pesht Military District,Albiero Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
610	Courcellete	141.650	-310.772	1,1,0	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
611	Courchevel	95.114	344.785	1,1,0	DC,Rasalhague Military District,Trondheim Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
612	Courtney	283.732	4.847	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
613	Coventry	-257.862	221.263	1,1,0	LC,Protectorate of Donegal,Coventry Province,Minor Capital	LC	Lyran Commonwealth	Lyran Commonwealth	3	Major Industrial	Other	Lyran CommonwealthMajor Industrial	Lyran CommonwealthOther	Major Industrial	1	Standard-4	0	None	0	None	0	None	0	None	1 Standard-4	2	No Center	40
614	Covington	360.339	-149.712	1,1,0	FS,Crucis March,Minette Operational Area,Point Barrow Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
615	Coyle	636.799	170.182	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
616	Cranston	-211.470	-336.729	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
617	Crawford	205.865	-276.170	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
618	Crawford's Delight	-209.067	-519.376	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
619	Cree	-189.457	-247.497	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
620	Crellacor	-82.874	469.854	1,1,0	OC	OC	Oberon Confederation	Oberon Confederation		Other	Other	Oberon ConfederationOther	Oberon ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
621	Cresson	-269.816	-483.923	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
622	Crestoblus	452.156	102.526	1,1,0	OA,Ramora Province	OA	Outworlds Alliance	Outworlds Alliance		Other	Other	Outworlds AllianceOther	Outworlds AllianceOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
623	Crichton	589.252	226.772	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
624	Crimond	-68.521	230.614	1,1,0	LC,Tamar Pact,Tamar Domains	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
625	Crofton	522.914	-78.108	1,1,0	FS,Crucis March,Minette Operational Area,Anjin Muerto Combat Region	FS	Federated Suns	Federated Suns	1	Minor Industrial	Other	Federated SunsMinor Industrial	Federated SunsOther	Minor Industrial	0	None	0	None	0	None	0	None	0	None	None	0	No Center	24
626	Cronulla	-33.091	-251.008	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
627	Crossing	253.313	47.262	1,1,0	FS,Draconis March,Robinson Operational Area,Raman PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
628	Cruz Alta	-436.915	20.632	1,1,0	LC,Protectorate of Donegal,Alarion Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
629	Cryfder	-153.289	493.887	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
630	Csesztreg	-69.286	391.313	1,1,0	DC,Rasalhague Military District,Kirchbach Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
631	Csomad	427.282	-292.140	1,1,0	FS,Crucis March,Chirikof Operational Area,Kearny Combat Region	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
632	Culmia	544.081	240.757	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
633	Cumberland	207.037	-264.979	1,1,0	FS,Capellan March,Taygeta Operational Area,New Syrtis PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
634	Cumbres	-154.031	201.831	1,1,0	LC,Protectorate of Donegal,District of Donegal	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
635	Curaumilla	-330.364	-119.181	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
636	Cursa	-51.456	-348.632	1,1,0	FWL,Duchy of Andurien	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
637	Cussar	173.189	66.905	1,1,0	DC,Benjamin Military District,Irurzun Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
638	Cusset	-49.375	283.778	1,1,0	LC,Tamar Pact,Tamar Domains	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
639	Custozza	-544.644	355.231	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
640	Cylene	105.978	25.030	1,1,0	DC,Dieron Military District,Ashio Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
641	Cynthiana	34.290	-68.578	1,1,0	CC,Tikonov Commonality,Region 9	CC	Capellan Confederation	Capellan Confederation		Other	Other	Capellan ConfederationOther	Capellan ConfederationOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
642	Cyrenaica	156.561	273.932	1,1,0	DC,Pesht Military District,Kagoshima Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
643	Cyrton	364.130	-343.269	1,1,0	TC	TC	Taurian Concordat	Taurian Concordat		Other	Other	Taurian ConcordatOther	Taurian ConcordatOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
644	Czarvowo	-317.480	61.477	1,1,0	LC,Protectorate of Donegal,Alarion Province	LC	Lyran Commonwealth	Lyran Commonwealth		Other	Other	Lyran CommonwealthOther	Lyran CommonwealthOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
645	Dabih	59.968	83.504	1,1,0	DC,Dieron Military District,Al Na'ir Prefecture	DC	Draconis Combine	Draconis Combine		Other	Other	Draconis CombineOther	Draconis CombineOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
646	Dagda	-225.943	101.604	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
647	Dahar	279.421	20.112	1,1,0	FS,Draconis March,Robinson Operational Area,Dahar PDZ	FS	Federated Suns	Federated Suns		Other	Other	Federated SunsOther	Federated SunsOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
648	Dainmar Majoris	-62.198	-484.197	1,1,0	MOC	MOC	Magistracy of Canopus	Magistracy of Canopus		Other	Other	Magistracy of CanopusOther	Magistracy of CanopusOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
649	Dalcour	-384.879	-99.555	1,1,0	FWL	FWL	Free Worlds League	Free Worlds League		Other	Other	Free Worlds LeagueOther	Free Worlds LeagueOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
650	Dalian	-57.584	-267.289	1,1,0	A	A	Abandoned	Abandoned		Other	Other	AbandonedOther	AbandonedOther	Other	0	None	0	None	0	None	0	None	0	None	None	0	No Center	2
